source_node	source_type	edge_type	target_node	target_type
crizotinib	drug	may treat	multiple sclerosis	disease
tivantinib	drug	may treat	multiple sclerosis	disease
cabozantinib	drug	may treat	autosomal recessive nonsyndromic deafness 97	disease
crizotinib	drug	may treat	autosomal recessive nonsyndromic deafness 97	disease
tivantinib	drug	may treat	autosomal recessive nonsyndromic deafness 97	disease
cabozantinib	drug	may treat	osteofibrous dysplasia	disease
crizotinib	drug	may treat	osteofibrous dysplasia	disease
tivantinib	drug	may treat	osteofibrous dysplasia	disease
chrysin	drug	may treat	anterior segment dysgenesis 6	disease
chrysin	drug	may treat	primary congenital glaucoma 3A	disease
pethidine	drug	may treat	coronary artery disease	disease
morphine	drug	may treat	coronary artery disease	disease
codeine	drug	may treat	coronary artery disease	disease
(RS)-methadone	drug	may treat	coronary artery disease	disease
nalbuphine	drug	may treat	coronary artery disease	disease
hydromorphone	drug	may treat	coronary artery disease	disease
fentanyl	drug	may treat	coronary artery disease	disease
buprenorphine	drug	may treat	coronary artery disease	disease
sunitinib	drug	may treat	acute myeloid leukemia	disease
sorafenib	drug	may treat	acute myeloid leukemia	disease
pacritinib	drug	may treat	acute myeloid leukemia	disease
cediranib	drug	may treat	acute myeloid leukemia	disease
crenolanib	drug	may treat	acute myeloid leukemia	disease
lestaurtinib	drug	may treat	acute myeloid leukemia	disease
linifanib	drug	may treat	acute myeloid leukemia	disease
midostaurin	drug	may treat	acute myeloid leukemia	disease
ceritinib	drug	may treat	acute myeloid leukemia	disease
phenelzine	drug	may treat	smallpox	disease
phenelzine	drug	may treat	osteonecrosis	disease
PF-4800567	drug	may treat	advanced sleep phase syndrome 2	disease
topiramate	drug	may treat	retinitis pigmentosa 17	disease
acetazolamide	drug	may treat	retinitis pigmentosa 17	disease
chlorthalidone	drug	may treat	retinitis pigmentosa 17	disease
methazolamide	drug	may treat	retinitis pigmentosa 17	disease
dichlorphenamide	drug	may treat	retinitis pigmentosa 17	disease
Inclusion membrane protein E CT_116	drug	may treat	obesity	disease
Inclusion membrane protein E CTL0371	drug	may treat	obesity	disease
CGS8216	drug	may treat	early infantile epileptic encephalopathy 19	disease
SB-203580	drug	may treat	Parkinson's disease	disease
linaclotide	drug	may treat	congenital diarrhea 6	disease
nifedipine	drug	may treat	schizophrenia	disease
verapamil	drug	may treat	schizophrenia	disease
diltiazem	drug	may treat	schizophrenia	disease
nisoldipine	drug	may treat	schizophrenia	disease
mibefradil	drug	may treat	schizophrenia	disease
nifedipine	drug	may treat	major depressive disorders	disease
verapamil	drug	may treat	major depressive disorders	disease
diltiazem	drug	may treat	major depressive disorders	disease
nisoldipine	drug	may treat	major depressive disorders	disease
mibefradil	drug	may treat	major depressive disorders	disease
nifedipine	drug	may treat	bipolar disorder	disease
verapamil	drug	may treat	bipolar disorder	disease
diltiazem	drug	may treat	bipolar disorder	disease
nisoldipine	drug	may treat	bipolar disorder	disease
mibefradil	drug	may treat	bipolar disorder	disease
nifedipine	drug	may treat	Timothy syndrome	disease
verapamil	drug	may treat	Timothy syndrome	disease
diltiazem	drug	may treat	Timothy syndrome	disease
nisoldipine	drug	may treat	Timothy syndrome	disease
mibefradil	drug	may treat	Timothy syndrome	disease
nifedipine	drug	may treat	Brugada syndrome 3	disease
verapamil	drug	may treat	Brugada syndrome 3	disease
diltiazem	drug	may treat	Brugada syndrome 3	disease
nisoldipine	drug	may treat	Brugada syndrome 3	disease
mibefradil	drug	may treat	Brugada syndrome 3	disease
nifedipine	drug	may treat	unipolar depression	disease
verapamil	drug	may treat	unipolar depression	disease
diltiazem	drug	may treat	unipolar depression	disease
nisoldipine	drug	may treat	unipolar depression	disease
mibefradil	drug	may treat	unipolar depression	disease
anisindione	drug	may treat	combined vitamin K-dependent clotting factors deficiency	disease
Hypothetical protein CT_556	drug	may treat	combined vitamin K-dependent clotting factors deficiency	disease
Hypothetical protein CTL0819	drug	may treat	combined vitamin K-dependent clotting factors deficiency	disease
membrane protein [SARS-CoV-2]	drug	may treat	combined vitamin K-dependent clotting factors deficiency	disease
Ziconotide	drug	may treat	dystonia 23	disease
aniracetam	drug	may treat	syndromic X-linked intellectual disability 94	disease
(S)-AMPA	drug	may treat	syndromic X-linked intellectual disability 94	disease
NBQX	drug	may treat	syndromic X-linked intellectual disability 94	disease
CX546	drug	may treat	syndromic X-linked intellectual disability 94	disease
cx516	drug	may treat	syndromic X-linked intellectual disability 94	disease
cyclothiazide	drug	may treat	syndromic X-linked intellectual disability 94	disease
GYKI-2466	drug	may treat	syndromic X-linked intellectual disability 94	disease
S-18986	drug	may treat	syndromic X-linked intellectual disability 94	disease
IDRA-21	drug	may treat	syndromic X-linked intellectual disability 94	disease
tezampanel	drug	may treat	syndromic X-linked intellectual disability 94	disease
LY-300168	drug	may treat	syndromic X-linked intellectual disability 94	disease
Joro toxin	drug	may treat	syndromic X-linked intellectual disability 94	disease
argiotoxin	drug	may treat	syndromic X-linked intellectual disability 94	disease
fenclonine	drug	may treat	phenylketonuria	disease
Brigatinib	drug	may treat	polycystic ovary syndrome	disease
ceritinib	drug	may treat	polycystic ovary syndrome	disease
genistein	drug	may treat	cystic fibrosis	disease
glyburide	drug	may treat	cystic fibrosis	disease
felodipine	drug	may treat	cystic fibrosis	disease
nimodipine	drug	may treat	cystic fibrosis	disease
apigenin	drug	may treat	cystic fibrosis	disease
ivacaftor	drug	may treat	cystic fibrosis	disease
genistein	drug	may treat	congenital bilateral aplasia of the vas deferens	disease
glyburide	drug	may treat	congenital bilateral aplasia of the vas deferens	disease
felodipine	drug	may treat	congenital bilateral aplasia of the vas deferens	disease
nimodipine	drug	may treat	congenital bilateral aplasia of the vas deferens	disease
apigenin	drug	may treat	congenital bilateral aplasia of the vas deferens	disease
ivacaftor	drug	may treat	congenital bilateral aplasia of the vas deferens	disease
ibrutinib	drug	may treat	Bruton-type agammaglobulinemia	disease
telaprevir	drug	may treat	galactosialidosis	disease
boceprevir	drug	may treat	galactosialidosis	disease
clomipramine	drug	may treat	infantile parkinsonism-dystonia	disease
mazindol	drug	may treat	infantile parkinsonism-dystonia	disease
nomifensine	drug	may treat	infantile parkinsonism-dystonia	disease
atomoxetine	drug	may treat	infantile parkinsonism-dystonia	disease
methylphenidate	drug	may treat	infantile parkinsonism-dystonia	disease
trimipramine	drug	may treat	infantile parkinsonism-dystonia	disease
sibutramine	drug	may treat	infantile parkinsonism-dystonia	disease
bupropion	drug	may treat	infantile parkinsonism-dystonia	disease
dexmethylphenidate	drug	may treat	infantile parkinsonism-dystonia	disease
dextroamphetamine	drug	may treat	infantile parkinsonism-dystonia	disease
phenelzine	drug	may treat	infantile parkinsonism-dystonia	disease
Desvenlafaxine	drug	may treat	infantile parkinsonism-dystonia	disease
gbr-12935	drug	may treat	infantile parkinsonism-dystonia	disease
levomilnacipran	drug	may treat	infantile parkinsonism-dystonia	disease
WIN35428	drug	may treat	infantile parkinsonism-dystonia	disease
Brigatinib	drug	may treat	growth delay due to insulin-like growth factor I resistance	disease
ceritinib	drug	may treat	growth delay due to insulin-like growth factor I resistance	disease
Inclusion membrane protein E CT_116	drug	may treat	periodontitis	disease
Inclusion membrane protein E CTL0371	drug	may treat	periodontitis	disease
adenosine diphosphate	drug	may treat	platelet-type bleeding disorder 8	disease
1-octanol	drug	may treat	Hallermann-Streiff syndrome	disease
flufenamic acid	drug	may treat	Hallermann-Streiff syndrome	disease
carbenoxolone	drug	may treat	Hallermann-Streiff syndrome	disease
1-octanol	drug	may treat	odontoonychodermal syndrome	disease
flufenamic acid	drug	may treat	odontoonychodermal syndrome	disease
carbenoxolone	drug	may treat	odontoonychodermal syndrome	disease
1-octanol	drug	may treat	erythrokeratodermia variabilis et progressiva 3	disease
flufenamic acid	drug	may treat	erythrokeratodermia variabilis et progressiva 3	disease
carbenoxolone	drug	may treat	erythrokeratodermia variabilis et progressiva 3	disease
1-octanol	drug	may treat	autosomal dominant palmoplantar keratoderma and congenital alopecia	disease
flufenamic acid	drug	may treat	autosomal dominant palmoplantar keratoderma and congenital alopecia	disease
carbenoxolone	drug	may treat	autosomal dominant palmoplantar keratoderma and congenital alopecia	disease
ruxolitinib	drug	may treat	type-1 diabetes	disease
ruxolitinib	drug	may treat	psoriasis	disease
ruxolitinib	drug	may treat	rheumatoid arthritis	disease
Vesamicol	drug	may treat	congenital myasthenic syndrome 21	disease
cortisol	drug	may treat	glucocorticoid resistance	disease
desoximetasone	drug	may treat	glucocorticoid resistance	disease
mifepristone	drug	may treat	glucocorticoid resistance	disease
betamethasone	drug	may treat	glucocorticoid resistance	disease
methylprednisolone	drug	may treat	glucocorticoid resistance	disease
Clobetasol propionate	drug	may treat	glucocorticoid resistance	disease
budesonide	drug	may treat	glucocorticoid resistance	disease
dexamethasone	drug	may treat	glucocorticoid resistance	disease
prednisone	drug	may treat	glucocorticoid resistance	disease
fluorometholone	drug	may treat	glucocorticoid resistance	disease
difluprednate	drug	may treat	glucocorticoid resistance	disease
fluocinolone acetonide	drug	may treat	glucocorticoid resistance	disease
desoxycortone	drug	may treat	glucocorticoid resistance	disease
fluticasone	drug	may treat	glucocorticoid resistance	disease
triamcinolone	drug	may treat	glucocorticoid resistance	disease
triamcinolone acetonide	drug	may treat	glucocorticoid resistance	disease
Ciclesonide	drug	may treat	glucocorticoid resistance	disease
fluocinonide	drug	may treat	glucocorticoid resistance	disease
RU28362	drug	may treat	glucocorticoid resistance	disease
fluticasone propionate	drug	may treat	glucocorticoid resistance	disease
prednisolone	drug	may treat	glucocorticoid resistance	disease
prunetin	drug	may treat	stroke	disease
Alda-1	drug	may treat	stroke	disease
prunetin	drug	may treat	coronary artery disease	disease
Alda-1	drug	may treat	coronary artery disease	disease
prunetin	drug	may treat	intracranial aneurysm	disease
Alda-1	drug	may treat	intracranial aneurysm	disease
prunetin	drug	may treat	cerebrovascular disease	disease
Alda-1	drug	may treat	cerebrovascular disease	disease
prunetin	drug	may treat	alcohol dependence	disease
Alda-1	drug	may treat	alcohol dependence	disease
Hypothetical protein CT_728	drug	may treat	thiamine-responsive megaloblastic anemia syndrome	disease
Hypothetical protein CTL0097	drug	may treat	thiamine-responsive megaloblastic anemia syndrome	disease
momelotinib	drug	may treat	Crohn's disease	disease
pacritinib	drug	may treat	Crohn's disease	disease
baricitinib	drug	may treat	Crohn's disease	disease
ruxolitinib	drug	may treat	Crohn's disease	disease
momelotinib	drug	may treat	acute myeloid leukemia	disease
pacritinib	drug	may treat	acute myeloid leukemia	disease
baricitinib	drug	may treat	acute myeloid leukemia	disease
ruxolitinib	drug	may treat	acute myeloid leukemia	disease
momelotinib	drug	may treat	polycythemia vera	disease
pacritinib	drug	may treat	polycythemia vera	disease
baricitinib	drug	may treat	polycythemia vera	disease
ruxolitinib	drug	may treat	polycythemia vera	disease
momelotinib	drug	may treat	myelofibrosis	disease
pacritinib	drug	may treat	myelofibrosis	disease
baricitinib	drug	may treat	myelofibrosis	disease
ruxolitinib	drug	may treat	myelofibrosis	disease
momelotinib	drug	may treat	myelodysplastic/myeloproliferative neoplasm	disease
pacritinib	drug	may treat	myelodysplastic/myeloproliferative neoplasm	disease
baricitinib	drug	may treat	myelodysplastic/myeloproliferative neoplasm	disease
ruxolitinib	drug	may treat	myelodysplastic/myeloproliferative neoplasm	disease
ticagrelor	drug	may treat	platelet-type bleeding disorder 8	disease
cangrelor	drug	may treat	platelet-type bleeding disorder 8	disease
tropicamide	drug	may treat	epilepsy	disease
amitriptyline	drug	may treat	epilepsy	disease
darifenacin	drug	may treat	epilepsy	disease
acetylcholine	drug	may treat	epilepsy	disease
3-quinuclidinyl-benzilate	drug	may treat	epilepsy	disease
brucine	drug	may treat	epilepsy	disease
pilocarpine	drug	may treat	epilepsy	disease
glycopyrrolate	drug	may treat	epilepsy	disease
biperiden	drug	may treat	epilepsy	disease
vincamine	drug	may treat	epilepsy	disease
bethanechol	drug	may treat	epilepsy	disease
pirenzepine	drug	may treat	epilepsy	disease
arecoline	drug	may treat	epilepsy	disease
tolterodine	drug	may treat	epilepsy	disease
aclidinium	drug	may treat	epilepsy	disease
oxotremorine	drug	may treat	epilepsy	disease
(RS)-oxybutynin	drug	may treat	epilepsy	disease
vinburnine	drug	may treat	epilepsy	disease
dicyclomine	drug	may treat	epilepsy	disease
propantheline	drug	may treat	epilepsy	disease
clidinium	drug	may treat	epilepsy	disease
hexocyclium	drug	may treat	epilepsy	disease
himbacine	drug	may treat	epilepsy	disease
milameline	drug	may treat	epilepsy	disease
sabcomeline	drug	may treat	epilepsy	disease
xanomeline	drug	may treat	epilepsy	disease
methoctramine free base	drug	may treat	epilepsy	disease
umeclidinium	drug	may treat	epilepsy	disease
tropicamide	drug	may treat	prune belly syndrome	disease
amitriptyline	drug	may treat	prune belly syndrome	disease
darifenacin	drug	may treat	prune belly syndrome	disease
acetylcholine	drug	may treat	prune belly syndrome	disease
3-quinuclidinyl-benzilate	drug	may treat	prune belly syndrome	disease
brucine	drug	may treat	prune belly syndrome	disease
pilocarpine	drug	may treat	prune belly syndrome	disease
glycopyrrolate	drug	may treat	prune belly syndrome	disease
biperiden	drug	may treat	prune belly syndrome	disease
vincamine	drug	may treat	prune belly syndrome	disease
bethanechol	drug	may treat	prune belly syndrome	disease
pirenzepine	drug	may treat	prune belly syndrome	disease
arecoline	drug	may treat	prune belly syndrome	disease
tolterodine	drug	may treat	prune belly syndrome	disease
aclidinium	drug	may treat	prune belly syndrome	disease
oxotremorine	drug	may treat	prune belly syndrome	disease
(RS)-oxybutynin	drug	may treat	prune belly syndrome	disease
vinburnine	drug	may treat	prune belly syndrome	disease
dicyclomine	drug	may treat	prune belly syndrome	disease
propantheline	drug	may treat	prune belly syndrome	disease
clidinium	drug	may treat	prune belly syndrome	disease
hexocyclium	drug	may treat	prune belly syndrome	disease
himbacine	drug	may treat	prune belly syndrome	disease
milameline	drug	may treat	prune belly syndrome	disease
sabcomeline	drug	may treat	prune belly syndrome	disease
xanomeline	drug	may treat	prune belly syndrome	disease
methoctramine free base	drug	may treat	prune belly syndrome	disease
umeclidinium	drug	may treat	prune belly syndrome	disease
Non-structural protein 9 [SARS-CoV-2]	drug	may treat	morbid obesity	disease
picrotoxin	drug	may treat	epilepsy	disease
1-octanol	drug	may treat	cataract 1 multiple types	disease
flufenamic acid	drug	may treat	cataract 1 multiple types	disease
carbenoxolone	drug	may treat	cataract 1 multiple types	disease
1-octanol	drug	may treat	Charcot–Marie–Tooth disease	disease
flufenamic acid	drug	may treat	Charcot–Marie–Tooth disease	disease
carbenoxolone	drug	may treat	Charcot–Marie–Tooth disease	disease
1-octanol	drug	may treat	Bart-Pumphrey syndrome	disease
flufenamic acid	drug	may treat	Bart-Pumphrey syndrome	disease
carbenoxolone	drug	may treat	Bart-Pumphrey syndrome	disease
1-octanol	drug	may treat	Vohwinkel syndrome	disease
flufenamic acid	drug	may treat	Vohwinkel syndrome	disease
carbenoxolone	drug	may treat	Vohwinkel syndrome	disease
1-octanol	drug	may treat	autosomal dominant nonsyndromic deafness 3A	disease
flufenamic acid	drug	may treat	autosomal dominant nonsyndromic deafness 3A	disease
carbenoxolone	drug	may treat	autosomal dominant nonsyndromic deafness 3A	disease
1-octanol	drug	may treat	palmoplantar keratoderma-deafness syndrome	disease
flufenamic acid	drug	may treat	palmoplantar keratoderma-deafness syndrome	disease
carbenoxolone	drug	may treat	palmoplantar keratoderma-deafness syndrome	disease
1-octanol	drug	may treat	syndromic genetic deafness	disease
flufenamic acid	drug	may treat	syndromic genetic deafness	disease
carbenoxolone	drug	may treat	syndromic genetic deafness	disease
1-octanol	drug	may treat	autosomal dominant nonsyndromic deafness 2B	disease
flufenamic acid	drug	may treat	autosomal dominant nonsyndromic deafness 2B	disease
carbenoxolone	drug	may treat	autosomal dominant nonsyndromic deafness 2B	disease
1-octanol	drug	may treat	Clouston syndrome	disease
flufenamic acid	drug	may treat	Clouston syndrome	disease
carbenoxolone	drug	may treat	Clouston syndrome	disease
1-octanol	drug	may treat	autosomal recessive nonsyndromic deafness 1B	disease
flufenamic acid	drug	may treat	autosomal recessive nonsyndromic deafness 1B	disease
carbenoxolone	drug	may treat	autosomal recessive nonsyndromic deafness 1B	disease
1-octanol	drug	may treat	autosomal dominant nonsyndromic deafness 3B	disease
flufenamic acid	drug	may treat	autosomal dominant nonsyndromic deafness 3B	disease
carbenoxolone	drug	may treat	autosomal dominant nonsyndromic deafness 3B	disease
1-octanol	drug	may treat	hereditary spastic paraplegia 44	disease
flufenamic acid	drug	may treat	hereditary spastic paraplegia 44	disease
carbenoxolone	drug	may treat	hereditary spastic paraplegia 44	disease
Inclusion membrane protein E CT_116	drug	may treat	interstitial lung disease	disease
Inclusion membrane protein E CTL0371	drug	may treat	interstitial lung disease	disease
1-octanol	drug	may treat	erythrokeratodermia variabilis et progressiva 2	disease
flufenamic acid	drug	may treat	erythrokeratodermia variabilis et progressiva 2	disease
carbenoxolone	drug	may treat	erythrokeratodermia variabilis et progressiva 2	disease
nafamostat	drug	may treat	Ehlers-Danlos syndrome, periodontitis type	disease
olaparib	drug	may treat	melanoma	disease
rucaparib	drug	may treat	melanoma	disease
Brigatinib	drug	may treat	neuroblastoma, susceptibility to, 3	disease
crizotinib	drug	may treat	neuroblastoma, susceptibility to, 3	disease
ceritinib	drug	may treat	neuroblastoma, susceptibility to, 3	disease
Hypothetical protein CT_005	drug	may treat	facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	disease
Hypothetical protein CTL0260	drug	may treat	facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	disease
nifedipine	drug	may treat	hypokalemic periodic paralysis	disease
verapamil	drug	may treat	hypokalemic periodic paralysis	disease
diltiazem	drug	may treat	hypokalemic periodic paralysis	disease
staurosporine	drug	may treat	osteoarthritis	disease
staurosporine	drug	may treat	metabolic disease	disease
staurosporine	drug	may treat	autosomal dominant mental retardation 54	disease
pancuronium (cation)	drug	may treat	congenital myasthenic syndrome 1B	disease
succinylcholine	drug	may treat	congenital myasthenic syndrome 1B	disease
mecamylamine	drug	may treat	congenital myasthenic syndrome 1B	disease
hexamethonium	drug	may treat	autosomal dominant nocturnal frontal lobe epilepsy 4	disease
mecamylamine	drug	may treat	autosomal dominant nocturnal frontal lobe epilepsy 4	disease
hexamethonium	drug	may treat	obesity	disease
mecamylamine	drug	may treat	obesity	disease
hexamethonium	drug	may treat	chronic obstructive pulmonary disease	disease
mecamylamine	drug	may treat	chronic obstructive pulmonary disease	disease
furosemide	drug	may treat	ulcerative colitis	disease
pamoic acid	drug	may treat	ulcerative colitis	disease
kynurenic acid	drug	may treat	ulcerative colitis	disease
zaprinast	drug	may treat	ulcerative colitis	disease
furosemide	drug	may treat	inflammatory bowel diseases	disease
pamoic acid	drug	may treat	inflammatory bowel diseases	disease
kynurenic acid	drug	may treat	inflammatory bowel diseases	disease
zaprinast	drug	may treat	inflammatory bowel diseases	disease
furosemide	drug	may treat	sclerosing cholangitis	disease
pamoic acid	drug	may treat	sclerosing cholangitis	disease
kynurenic acid	drug	may treat	sclerosing cholangitis	disease
zaprinast	drug	may treat	sclerosing cholangitis	disease
anandamide	drug	may treat	epileptic encephalopathy, early infantile, 32	disease
Hypothetical protein CT_164	drug	may treat	coronary artery disease	disease
desmosterol	drug	may treat	metabolic disease	disease
(25R)-cholest-5-ene-3β,26-diol	drug	may treat	metabolic disease	disease
Hypothetical protein CT_449	drug	may treat	hereditary spastic paraplegia 54	disease
Hypothetical protein CTL0709	drug	may treat	hereditary spastic paraplegia 54	disease
Helicase [SARS-CoV-2]	drug	may treat	cataract 18	disease
progesterone	drug	may treat	deafness-infertility syndrome	disease
alprostadil	drug	may treat	deafness-infertility syndrome	disease
mibefradil	drug	may treat	deafness-infertility syndrome	disease
Helicase [SARS-CoV-2]	drug	may treat	FTDALS4	disease
ingenol mebutate	drug	may treat	inflammatory bowel diseases	disease
balanol	drug	may treat	inflammatory bowel diseases	disease
enzastaurin	drug	may treat	inflammatory bowel diseases	disease
ruboxistaurin	drug	may treat	inflammatory bowel diseases	disease
ingenol mebutate	drug	may treat	spinocerebellar ataxia type 14	disease
balanol	drug	may treat	spinocerebellar ataxia type 14	disease
enzastaurin	drug	may treat	spinocerebellar ataxia type 14	disease
ruboxistaurin	drug	may treat	spinocerebellar ataxia type 14	disease
balanol	drug	may treat	rheumatoid arthritis	disease
balanol	drug	may treat	morbid obesity	disease
Hypothetical protein CTL0156	drug	may treat	Charcot-Marie-Tooth disease dominant intermediate E	disease
Hypothetical protein CT_788	drug	may treat	Charcot-Marie-Tooth disease dominant intermediate E	disease
Hypothetical protein CTL0156	drug	may treat	focal segmental glomerulosclerosis 5	disease
Hypothetical protein CT_788	drug	may treat	focal segmental glomerulosclerosis 5	disease
fadrozole	drug	may treat	glucocorticoid-remediable aldosteronism	disease
sivelestat	drug	may treat	neutropenia	disease
sivelestat	drug	may treat	cyclic hematopoiesis	disease
lidocaine	drug	may treat	sudden infant death syndrome	disease
lidocaine	drug	may treat	Brugada syndrome 1	disease
lidocaine	drug	may treat	dilated cardiomyopathy 1E	disease
lidocaine	drug	may treat	long QT syndrome 3	disease
caffeine	drug	may treat	obesity	disease
adenosine triphosphate	drug	may treat	obesity	disease
procaine	drug	may treat	obesity	disease
suramin	drug	may treat	obesity	disease
caffeine	drug	may treat	lymphoblastic leukemia	disease
adenosine triphosphate	drug	may treat	lymphoblastic leukemia	disease
procaine	drug	may treat	lymphoblastic leukemia	disease
suramin	drug	may treat	lymphoblastic leukemia	disease
caffeine	drug	may treat	arrhythmogenic right ventricular dysplasia 2	disease
adenosine triphosphate	drug	may treat	arrhythmogenic right ventricular dysplasia 2	disease
procaine	drug	may treat	arrhythmogenic right ventricular dysplasia 2	disease
suramin	drug	may treat	arrhythmogenic right ventricular dysplasia 2	disease
vismodegib	drug	may treat	Curry-Jones syndrome	disease
saridegib	drug	may treat	Curry-Jones syndrome	disease
sonidegib	drug	may treat	Curry-Jones syndrome	disease
LY-294002	drug	may treat	colorectal cancer	disease
dactolisib	drug	may treat	colorectal cancer	disease
idelalisib	drug	may treat	colorectal cancer	disease
LY-294002	drug	may treat	seborrheic keratosis	disease
dactolisib	drug	may treat	seborrheic keratosis	disease
idelalisib	drug	may treat	seborrheic keratosis	disease
LY-294002	drug	may treat	Macrocephaly-capillary malformation	disease
dactolisib	drug	may treat	Macrocephaly-capillary malformation	disease
idelalisib	drug	may treat	Macrocephaly-capillary malformation	disease
LY-294002	drug	may treat	CLOVES syndrome	disease
dactolisib	drug	may treat	CLOVES syndrome	disease
idelalisib	drug	may treat	CLOVES syndrome	disease
LY-294002	drug	may treat	CLAPO syndrome	disease
dactolisib	drug	may treat	CLAPO syndrome	disease
idelalisib	drug	may treat	CLAPO syndrome	disease
tranylcypromine	drug	may treat	Brunner Syndrome	disease
moclobemide	drug	may treat	Brunner Syndrome	disease
phenelzine	drug	may treat	Brunner Syndrome	disease
clorgiline	drug	may treat	Brunner Syndrome	disease
pirlindole	drug	may treat	Brunner Syndrome	disease
befloxatone	drug	may treat	Brunner Syndrome	disease
(RS)-mexiletine	drug	may treat	paramyotonia congenita	disease
(RS)-mexiletine	drug	may treat	hypokalemic periodic paralysis	disease
(RS)-mexiletine	drug	may treat	hyperkalemic periodic paralysis	disease
(RS)-mexiletine	drug	may treat	congenital myasthenic syndrome 16	disease
saxitoxin	drug	may treat	dental caries	disease
lacosamide	drug	may treat	dental caries	disease
saxitoxin	drug	may treat	Dravet syndrome	disease
lacosamide	drug	may treat	Dravet syndrome	disease
saxitoxin	drug	may treat	generalized epilepsy	disease
lacosamide	drug	may treat	generalized epilepsy	disease
saxitoxin	drug	may treat	Paroxysmal extreme pain disorder	disease
lacosamide	drug	may treat	Paroxysmal extreme pain disorder	disease
epigallocatechin gallate	drug	may treat	post-traumatic stress disorder	disease
plumbagin	drug	may treat	post-traumatic stress disorder	disease
Inclusion membrane protein CT_813	drug	may treat	colorectal cancer	disease
Inclusion membrane protein CTL0184	drug	may treat	colorectal cancer	disease
Inclusion membrane protein CT_813	drug	may treat	Mismatch repair cancer syndrome	disease
Inclusion membrane protein CTL0184	drug	may treat	Mismatch repair cancer syndrome	disease
Inclusion membrane protein CT_813	drug	may treat	Lynch syndrome	disease
Inclusion membrane protein CTL0184	drug	may treat	Lynch syndrome	disease
Inclusion membrane protein CT_813	drug	may treat	Muir-Torre syndrome	disease
Inclusion membrane protein CTL0184	drug	may treat	Muir-Torre syndrome	disease
Inclusion membrane protein CT_813	drug	may treat	colorectal cancer	disease
Inclusion membrane protein CTL0184	drug	may treat	colorectal cancer	disease
Inclusion membrane protein CT_813	drug	may treat	Mismatch repair cancer syndrome	disease
Inclusion membrane protein CTL0184	drug	may treat	Mismatch repair cancer syndrome	disease
